Sample,ST,arcC,aroE,glpF,gmk,pta,tpi,yqiL,mismatches,uncertainty,depth,maxMAF,CC
P021-7_blood-elf17,291,3,37,19,2,20,26,32,0,-,120.88685714299999,0.037037037037,NA
AD_1521-58-bjd18,NF*,539,13,1,1*,12,10,13,gmk_1/1snp,-,80.512,0.0909090909091,NA
P047-4_blood-elf17,398,3,35,19,2,20,26,39,0,-,149.080142857,0.0238095238095,NA
P045-3_blood-elf17,25,4,1,4,1,5,5,4,0,-,128.864571429,0.03125,NA
AD_1512-56-bjd18,7,5,4,1,4,4,6,3,0,-,45.5184285714,0.0909090909091,NA
P042-7_blood-elf17,59,19,23,15,2,19,20,15,0,-,72.3597142857,0.037037037037,NA
AD_1505-49-bjd18,NF,3,1,1,8,1,457,1,0,-,73.9631428571,0.117647058824,NA
P037-8_blood-elf17,59,19,23,15,2,19,20,15,0,-,151.235571429,0.0172413793103,NA
P027-9_bone-joint-elf17,59,19,23,15,2,19,20,15,0,-,155.966714286,0.0322580645161,NA
86_ls-jac18,NF,10,40,8,6,535,3,2,0,-,82.7167142857,0.06666666666669999,NA
85_ls-jac18,7,5,4,1,4,4,6,3,0,-,85.2387142857,0.0625,NA
P060-9_blood-elf17,291,3,37,19,2,20,26,32,0,-,55.9364285714,0.0344827586207,NA
AD_1480-35-bjd18,NF*,675*,23,15,2,19,20,15,arcC_675/5snp,-,100.99614285700001,0.10769230769200001,NA
P076-8_blood-elf17,88,22,1,14,23,12,4,31,0,-,70.78642857140001,0.0487804878049,NA
P075-9_softtissue-elf17,580,3,35,48,19,20,26,39,0,-,91.0461428571,0.105263157895,NA
P074-8_bone-joint-elf17,398,3,35,19,2,20,26,39,0,-,81.82957142859999,0.04,NA
6_ls-jac18,12,1,3,1,8,11,5,11,0,-,41.9191428571,0.1,NA
70_n-jac18,NF*,10,14,8,6,10,3,88*,yqiL_88/1snp,-,78.60828571430001,0.06666666666669999,NA
AD_1602-102-bjd18,375,19,23,15,2,19,20,42,0,-,84.382,0.122448979592,NA
AD_1589-100-bjd18,123,6,5,6,2,7,17,19,0,-,61.6062857143,0.0754716981132,NA
74_n-jac18,101,3,1,14,15,11,19,3,0,-,70.2191428571,0.0689655172414,NA
AD_1583-98-bjd18,59,19,23,15,2,19,20,15,0,-,99.6472857143,0.10655737704900001,NA
P016-7_bone-joint-elf17,88,22,1,14,23,12,4,31,0,-,174.52885714299998,0.0549450549451,NA
78_ls-jac18,7,5,4,1,4,4,6,3,0,-,31.8248571429,0.14285714285700002,NA
P017-7_softtissue-elf17,1413,6,5,6,2,162,14,5,0,-,163.034714286,0.0324074074074,NA
P062-9_blood-elf17,1224,19,23,15,2,19,20,136,0,-,74.7742857143,0.0416666666667,NA
AD_1560-82-bjd18,7,5,4,1,4,4,6,3,0,-,63.1118571429,0.111111111111,NA
P079-9_blood-elf17,NF,-,3,1,1,4,4,3,0,-,92.90700000000001,0.025316455696200002,NA
P077-9_blood-elf17,NF,-,13,1,1,12,11,13,0,-,69.6831666667,0.037037037037,NA
